playerID,sport,playerName,hallOfFame
jamesle01,basketball,LeBron James,0
leonaka01,basketball,Kawhi Leonard,0
Ramon Hernandez,baseball,Ramon Hernandez,0
Marquis Grissom,baseball,Marquis Grissom,0
Todd Zeile,baseball,Todd Zeile,0
wardaa01,hockey,Aaron Ward,0
troubja01,hockey,Jacob Trouba,0
blakeja01,hockey,Jason Blake,0
KuppCo00,football,Cooper Kupp,1
HerbJu00,football,Justin Herbert,1
BechAn00,football,Anthony Becht,0
anderky01,basketball,Kyle Anderson,0
MassMo00,football,Mohamed Massaquoi,0
