metroAreaName,year,gdp,averageHousePrice,population
SanAntonio,2008-01-01,79964.183,173.46,2030.691
SanAntonio,2009-01-01,79578.093,175.37,2072.128
SanAntonio,2010-01-01,83541.182,169.9,2153.021
SanAntonio,2011-01-01,88435.634,169.82,2193.95
SanAntonio,2012-01-01,92574.642,169.92,2237.076
SanAntonio,2013-01-01,98692.429,174.45,2280.116
SanAntonio,2014-01-01,105786.509,182.33,2328.984
SanAntonio,2015-01-01,112173.755,194.1,2379.357
SanAntonio,2016-01-01,115263.203,208.14,2426.051
SanAntonio,2017-01-01,117865.934,220.46,2471.603
SanAntonio,2018-01-01,126383.78,232.36,2512.526
SanAntonio,2019-01-01,132237.441,247.79,2550.147
SanAntonio,2020-01-01,132116.439,261.78,2566.683
WashingtonDC,2001-01-01,262794.287,129.2,4927.274
WashingtonDC,2002-01-01,279284.499,143.92,5014.571
WashingtonDC,2003-01-01,296612.614,160.04,5086.376
WashingtonDC,2004-01-01,322239.145,182.87,5158.524
WashingtonDC,2005-01-01,346494.926,227.49,5229.267
WashingtonDC,2006-01-01,362080.028,274.23,5265.012
WashingtonDC,2007-01-01,378592.255,280.01,5313.033
WashingtonDC,2008-01-01,397776.821,258.28,5377.936
WashingtonDC,2009-01-01,403211.911,225.64,5476.241
WashingtonDC,2010-01-01,425450.394,211.77,5678.733
WashingtonDC,2011-01-01,438793.743,209.54,5783.752
WashingtonDC,2012-01-01,448273.184,212.68,5881.329
WashingtonDC,2013-01-01,455796.805,218.62,5966.559
WashingtonDC,2014-01-01,469122.707,229.41,6036.388
WashingtonDC,2015-01-01,488987.413,240.47,6099.163
WashingtonDC,2016-01-01,508569.36,248.03,6155.359
WashingtonDC,2017-01-01,525176.093,254.37,6217.791
WashingtonDC,2018-01-01,547123.109,265.97,6256.312
WashingtonDC,2019-01-01,566892.038,273.99,6297.454
WashingtonDC,2020-01-01,561027.941,286.46,6385.714
Minneapolis,2001-01-01,140695.819,154.25,3024.111
Minneapolis,2002-01-01,144892.539,169.95,3053.303
Minneapolis,2003-01-01,154369.671,184.13,3078.253
Minneapolis,2004-01-01,165416.53,200.61,3106.569
Minneapolis,2005-01-01,176747.829,219.8,3132.772
Minneapolis,2006-01-01,180933.17,232.06,3167.666
Minneapolis,2007-01-01,188527.274,232.87,3204.196
Minneapolis,2008-01-01,190205.069,223.36,3237.612
Minneapolis,2009-01-01,186323.291,209.04,3269.814
Minneapolis,2010-01-01,193513.287,186.54,3340.07
Minneapolis,2011-01-01,202332.22,177.57,3373.773
Minneapolis,2012-01-01,210304.679,172.74,3406.567
Minneapolis,2013-01-01,219793.327,178.15,3441.688
Minneapolis,2014-01-01,232315.465,190.03,3477.325
Minneapolis,2015-01-01,241312.263,198.57,3505.122
Minneapolis,2016-01-01,247968.009,208.12,3540.411
Minneapolis,2017-01-01,256332.871,220.49,3577.815
Minneapolis,2018-01-01,271255.004,234.91,3611.648
Minneapolis,2019-01-01,278263.825,246.22,3639.892
Minneapolis,2020-01-01,270282.128,257.66,3692.421
Baltimore,2001-01-01,102974.672,123,2577.904
Baltimore,2002-01-01,108228.454,133.28,2600.58
Baltimore,2003-01-01,112798.305,147.01,2621.815
Baltimore,2004-01-01,119753.767,167.96,2638.066
Baltimore,2005-01-01,128559.908,202.74,2649.586
Baltimore,2006-01-01,135614.829,240.36,2662.048
Baltimore,2007-01-01,140017.144,253.19,2669.702
Baltimore,2008-01-01,144649.594,249.31,2677.712
Baltimore,2009-01-01,146563.97,230.4,2690.886
Baltimore,2010-01-01,153461.467,211.95,2715.794
Baltimore,2011-01-01,158810.789,203.05,2734.058
Baltimore,2012-01-01,163424.445,198.77,2755.152
Baltimore,2013-01-01,169217.635,200.98,2769.005
Baltimore,2014-01-01,175334.844,204.44,2781.045
Baltimore,2015-01-01,183664.932,211.16,2791.08
Baltimore,2016-01-01,192223.283,214.21,2795.27
Baltimore,2017-01-01,198751.559,218.26,2799.86
Baltimore,2018-01-01,205653.047,226.71,2802.908
Baltimore,2019-01-01,212887.514,228.91,2803.903
Baltimore,2020-01-01,205810.923,238.25,2841.691
Houston,2001-01-01,211844.038,135.43,4851.189
Houston,2002-01-01,211544.025,140.75,4978.638
Houston,2003-01-01,220710.445,147.31,5084.017
Houston,2004-01-01,248836.949,152.19,5190.444
Houston,2005-01-01,268327.933,158.87,5299.567
Houston,2006-01-01,301970.163,167.49,5484.883
Houston,2007-01-01,335873.22,176.13,5597.674
Houston,2008-01-01,337185.764,183.01,5726.705
Houston,2009-01-01,327938.543,186.75,5867.489
Houston,2010-01-01,353397.184,182.6,5947.185
Houston,2011-01-01,382941.351,180.04,6056.008
Houston,2012-01-01,406972.648,182.83,6183.119
Houston,2013-01-01,429918.372,190.89,6327.622
Houston,2014-01-01,441959.625,208.08,6499.375
Houston,2015-01-01,461490.275,229.53,6670.803
Houston,2016-01-01,453323.711,240.08,6806.315
Houston,2017-01-01,473076.363,251.01,6898.912
Houston,2018-01-01,505889.766,262.35,6974.948
Houston,2019-01-01,509311.54,272.82,7063.4
Houston,2020-01-01,488164.627,284.93,7137.747
Columbus,2001-01-01,67976.98,130.94,1642.112
Columbus,2002-01-01,70239.248,136.14,1659.344
Columbus,2003-01-01,72820.09,141,1678.827
Columbus,2004-01-01,77366.249,146.75,1696.238
Columbus,2005-01-01,82067.794,152.9,1714.463
Columbus,2006-01-01,84579.304,156.63,1737.17
Columbus,2007-01-01,88161.194,156.75,1759.348
Columbus,2008-01-01,88377.763,155.97,1779.822
Columbus,2009-01-01,87538.618,153.42,1801.848
Columbus,2010-01-01,91044.036,146.29,1906.408
Columbus,2011-01-01,95872.717,142.98,1926.556
Columbus,2012-01-01,101853.495,141.59,1947.602
Columbus,2013-01-01,106767.899,143.3,1974.649
Columbus,2014-01-01,112174.074,147.73,2002.402
Columbus,2015-01-01,116754.359,154.9,2028.506
Columbus,2016-01-01,121360.811,163.61,2053.509
Columbus,2017-01-01,126295.171,173.22,2084.07
Columbus,2018-01-01,131461.913,186.57,2105.684
Columbus,2019-01-01,137648.916,197.24,2125.507
Columbus,2020-01-01,137259.944,210.36,2141.042
LosAngeles,2001-01-01,518030.432,137.47,12525.736
LosAngeles,2002-01-01,536607.733,152.04,12634.977
LosAngeles,2003-01-01,567065.251,174,12717.433
LosAngeles,2004-01-01,600418.066,208.19,12764.59
LosAngeles,2005-01-01,634786.051,264.91,12761.175
LosAngeles,2006-01-01,677313.077,326.67,12713.66
LosAngeles,2007-01-01,701510.899,338.06,12692.603
LosAngeles,2008-01-01,718064.396,299.62,12768.395
LosAngeles,2009-01-01,694677.52,242.46,12874.797
LosAngeles,2010-01-01,721432.807,230.77,12838.023
LosAngeles,2011-01-01,742349.632,223.76,12923.899
LosAngeles,2012-01-01,770616.431,218.69,13010.104
LosAngeles,2013-01-01,799688.139,230.52,13092.451
LosAngeles,2014-01-01,833317.955,264.76,13159.972
LosAngeles,2015-01-01,882307.124,282.85,13226.215
LosAngeles,2016-01-01,910277.065,303.21,13259.142
LosAngeles,2017-01-01,957632.371,324.08,13266.524
LosAngeles,2018-01-01,1006224.798,347.86,13237.112
LosAngeles,2019-01-01,1055570.39,362.24,13182.453
LosAngeles,2020-01-01,1007037.066,375.83,13173.266
NewYorkCity,2001-01-01,943455.215,143.96,18490.029
NewYorkCity,2002-01-01,956748.499,159.38,18590.085
NewYorkCity,2003-01-01,978374.463,177.85,18671.32
NewYorkCity,2004-01-01,1030208.245,198.69,18747.431
NewYorkCity,2005-01-01,1087191.918,231.03,18798.114
NewYorkCity,2006-01-01,1152952.015,263.67,18825.633
NewYorkCity,2007-01-01,1200662.079,270.71,18901.167
NewYorkCity,2008-01-01,1200903.861,265.89,18968.501
NewYorkCity,2009-01-01,1228112.524,248.58,19069.796
NewYorkCity,2010-01-01,1288303.129,232.12,18923.437
NewYorkCity,2011-01-01,1312974.304,229.3,19053.124
NewYorkCity,2012-01-01,1400779.267,224.23,19150.453
NewYorkCity,2013-01-01,1445252.232,223.85,19227.457
NewYorkCity,2014-01-01,1507782.786,227.72,19282.138
NewYorkCity,2015-01-01,1570332.745,238.63,19322.239
NewYorkCity,2016-01-01,1638128.941,247.1,19336.456
NewYorkCity,2017-01-01,1690244.554,258.78,19325.115
NewYorkCity,2018-01-01,1790858.079,272.75,19289.42
NewYorkCity,2019-01-01,1872165.505,279.45,19232.494
NewYorkCity,2020-01-01,1809323.397,290.48,20096.413
Portland,2001-01-01,78051.475,138.77,1975.589
Portland,2002-01-01,79329.238,144.12,2010.666
Portland,2003-01-01,83986.737,149.91,2034.0
Portland,2004-01-01,90310.035,158.61,2052.776
Portland,2005-01-01,95782.593,178.68,2084.053
Portland,2006-01-01,102422.673,216.05,2123.96
Portland,2007-01-01,106861.171,238.08,2163.577
Portland,2008-01-01,112294.235,240.19,2203.745
Portland,2009-01-01,107452.907,222.64,2241.841
Portland,2010-01-01,110650.032,200.32,2232.27
Portland,2011-01-01,115913.795,187.34,2263.267
Portland,2012-01-01,119707.442,181.91,2289.205
Portland,2013-01-01,122276.982,191.17,2312.095
Portland,2014-01-01,127933.488,210.71,2345.353
Portland,2015-01-01,137568.324,228.29,2383.354
Portland,2016-01-01,145121.244,256.9,2428.626
Portland,2017-01-01,153172.833,283.67,2457.258
Portland,2018-01-01,164119.677,302.54,2475.249
Portland,2019-01-01,170986.486,314.23,2492.479
Portland,2020-01-01,168380.262,326.93,2516.23
